killandfight_1,killandfight_2,killandfight_3,killandfight_4,killandfight_5,killandfight_6,choice,certainty_trolley,RAT1,RAT1_time_First Click,RAT1_time_Last Click,RAT1_time_Page Submit,RAT1_time_Click Count,RAT2,RAT2_time_First Click,RAT2_time_Last Click,RAT2_time_Page Submit,RAT2_time_Click Count,RAT3,RAT3_time_First Click,RAT3_time_Last Click,RAT3_time_Page Submit,RAT3_time_Click Count,RAT4,RAT4_time_First Click,RAT4_time_Last Click,RAT4_time_Page Submit,RAT4_time_Click Count,RAT5,RAT5_time_First Click,RAT5_time_Last Click,RAT5_time_Page Submit,RAT5_time_Click Count,RAT6,RAT6_time_First Click,RAT6_time_Last Click,RAT6_time_Page Submit,RAT6_time_Click Count,RAT7,RAT7_time_First Click,RAT7_time_Last Click,RAT7_time_Page Submit,RAT7_time_Click Count,RAT8,RAT8_time_First Click,RAT8_time_Last Click,RAT8_time_Page Submit,RAT8_time_Click Count,RAT9,RAT9_time_First Click,RAT9_time_Last Click,RAT9_time_Page Submit,RAT9_time_Click Count,RAT10,RAT10_time_First Click,RAT10_time_Last Click,RAT10_time_Page Submit,RAT10_time_Click Count,RAT11,RAT11_time_First Click,RAT11_time_Last Click,RAT11_time_Page Submit,RAT11_time_Click Count,RAT12,RAT12_time_First Click,RAT12_time_Last Click,RAT12_time_Page Submit,RAT12_time_Click Count,RAT13,RAT13_time_First Click,RAT13_time_Last Click,RAT13_time_Page Submit,RAT13_time_Click Count,RAT14,RAT14_time_First Click,RAT14_time_Last Click,RAT14_time_Page Submit,RAT14_time_Click Count,RAT15,RAT15_time_First Click,RAT15_time_Last Click,RAT15_time_Page Submit,RAT15_time_Click Count,RAT16,RAT16_time_First Click,RAT16_time_Last Click,RAT16_time_Page Submit,RAT16_time_Click Count,RAT17,RAT17_time_First Click,RAT17_time_Last Click,RAT17_time_Page Submit,RAT17_time_Click Count,RAT18,RAT18_time_First Click,RAT18_time_Last Click,RAT18_time_Page Submit,RAT18_time_Click Count,RAT19,RAT19_time_First Click,RAT19_time_Last Click,RAT19_time_Page Submit,RAT19_time_Click Count,RAT20,RAT20_time_First Click,RAT20_time_Last Click,RAT20_time_Page Submit,RAT20_time_Click Count,age,gender,ethnicity,education,CFI_1,CFI_2,CFI_3,CFI_4,CFI_5,CFI_6,CFI_7,CFI_8,attention_check,CFI_10,CFI_11,CFI_12,CFI_13,CFI_14,CFI_15,CFI_16,CFI_17,CFI_18,CFI_19,CFI_20,distance,overlap,ARIS_1,ARIS_2,ARIS_3,ARIS_4,WCST_timetotal,color,number,shape,
2,1,1,2,2,2,1,40,0,1.141,1.141,16.733,1,0,0.825,0.825,12.577,1,0,0.87,11.291,11.938,3,0,1.077,1.077,15.842,1,0,1.085,1.085,5.364,1,0,0.88,8.484,15.789,2,0,0.918,0.918,17.582,1,0,2.615,2.615,10.599,1,0,0.77,0.77,6.572,1,0,0.792,1.192,8.31,2,0,1.374,13.013,15.963,3,0,1.017,1.017,6.182,1,0,0.758,0.758,4.805,1,0,1.075,1.075,5.556,1,0,0.502,0.502,14.87,1,0,0.627,6.101,6.444,2,0,1.003,1.003,11.157,1,1,0.603,0.603,5.956,1,0,0.518,0.518,8.325,1,0,0.527,15.143,15.422,2,19,0,1,2,5,3,6,3,5,4,2,6,1,3,4,6,5,5,6,5,4,5,3,5,69,65,4,3,2,1,11,82.5,65,72.9166666666667,
1,1,1,1,1,1,1,50,1,1.897,1.897,6.055,1,1,3.632,3.632,14.546,1,1,1.133,1.133,4.585,1,1,1.612,1.612,6.019,1,1,1.579,1.579,11.413,1,1,1.283,1.283,4.701,1,0,0.842,0.842,20.017,1,1,6.658,6.658,9.342,1,1,1.095,1.095,6.514,1,1,0.881,0.881,8.327,1,1,0.657,0.657,9.392,1,1,1.037,1.037,15.479,1,1,1.063,1.063,3.401,1,1,0.991,0.991,10.431,1,0,1.54,1.54,14.788,1,0,11.905,11.905,14.333,1,1,1.201,1.201,8.502,1,1,1.278,1.278,13.955,1,1,1.184,1.184,5.02,1,1,1.332,1.332,12.78,1,64,0,1,1,6,2,6,2,5,4,1,4,1,2,2,5,5,5,6,5,2,6,4,5,11,4,1,1,1,1,12,55,85,79.1666666666667,
1,1,1,1,1,1,1,100,0,1.08,1.08,20.012,1,1,3.28,3.28,7.819,1,1,0.501,0.501,12.143,1,1,0.963,0.963,3.873,1,1,0.537,0.537,6.544,1,1,1.093,1.093,7.688,1,0,2.766,2.766,20.107,1,0,1.211,1.211,20.009,1,0,2.031,9.971,20.117,2,0,1.852,1.852,20.007,1,0,1.499,1.499,20.11,1,0,1.699,1.699,20.124,1,1,1.176,1.176,14.434,1,1,0.556,0.556,17.758,1,1,0.47,0.47,4.007,1,1,0.537,0.537,5.456,1,0,0.359,0.359,19.372,1,0,0.654,0.654,20.121,1,1,1.002,1.002,9.726,1,1,0.652,0.652,4.086,1,28,0,1,1,5,2,6,3,5,4,3,5,1,5,3,4,4,5,5,6,2,5,5,5,125,100,3,1,2,1,36,27.5,45,39.5833333333333,
1,1,1,1,1,1,1,100,1,2.326,2.326,5.567,1,1,3.662,3.662,6.489,1,0,2.813,2.813,20.012,1,0,8.715,8.715,10.909,1,1,1.993,1.993,7.044,1,1,2.236,2.236,4.625,1,0,2.215,2.215,20.007,1,1,3.071,3.071,11.443,1,1,2.448,2.448,8.076,1,1,1.651,1.651,4.936,1,0,1.244,1.244,17.083,1,0,1.499,1.499,20.107,1,0,1.999,1.999,20.012,1,1,2.032,2.032,9.755,1,1,1.091,1.091,6.502,1,1,1.324,1.324,5.915,1,0,1.109,1.109,20.106,1,0,5.159,5.159,20.007,1,0,1.296,1.296,20.009,1,1,1.773,1.773,8.4,1,56,1,1,3,5,7,5,4,5,4,4,7,1,4,5,6,4,5,4,4,5,6,5,5,77,77,1,1,1,1,,75,72.5,85.4166666666667,
1,1,1,1,1,1,1,39,1,2.01,2.01,5.973,1,1,1.578,1.578,5.764,1,1,1.392,1.392,6.426,1,1,1.477,1.477,5.14,1,1,1.414,1.414,5.496,1,1,1.33,1.33,8.531,1,1,1.169,1.169,19.012,1,0,1.803,1.803,20.128,1,1,0.101,2.266,6.188,2,0,1.399,1.399,20.007,1,0,3.509,3.509,20.012,1,0,0,0,20.01,0,1,1.034,1.034,9.328,1,1,1.574,1.574,7.524,1,1,1.076,1.076,7.031,1,1,1.548,1.548,4.757,1,0,1.14,1.14,6.324,1,0,1.366,1.366,20.021,1,1,2.139,2.139,5.873,1,1,1.582,1.582,5.243,1,46,1,1,2,6,6,5,5,5,4,4,5,1,6,4,5,5,5,5,5,4,5,4,5,125,100,4,4,4,1,13,87.5,90,91.6666666666667,
2,2,3,1,3,1,1,62,1,1.679,1.679,7.797,1,1,1.393,1.393,7.055,1,1,7.025,9.997,11.361,2,1,1.347,1.347,5.557,1,1,1.555,1.555,8.351,1,1,2.175,2.175,5.916,1,0,2.37,2.37,6.586,1,1,3.354,3.354,6.392,1,0,2.567,2.567,14.337,1,1,3.277,3.277,9.184,1,0,1.841,1.841,17.789,1,0,4.563,4.563,13.41,1,1,2.051,2.051,6.212,1,1,1.079,1.079,13.297,1,1,1.737,1.737,13.592,1,0,1.503,1.503,11.078,1,0,1.849,1.849,13.486,1,1,1.614,1.614,5.101,1,0,2.662,2.662,19.764,1,1,1.81,1.81,8.683,1,35,1,1,1,6,5,5,4,5,4,5,5,1,6,5,6,5,5,5,4,5,4,4,5,77,77,2,1,1,1,13,85,82.5,75,
1,1,1,1,1,1,1,75,1,1.092,1.092,20.11,1,1,6.335,10.077,10.673,2,1,1.011,8.038,8.535,2,1,1.003,5.371,5.91,2,1,0.685,0.685,3.689,1,1,0.866,3.886,4.361,2,0,0.658,0.658,20.009,1,1,1.661,5.087,5.746,2,1,0.867,0.867,6.929,1,1,0.667,0.667,7.942,1,0,0.657,0.657,20.008,1,1,5.096,5.096,18.972,1,1,0.571,0.571,6.702,1,0,0.478,0.478,20.008,1,1,1.964,1.964,4.112,1,1,0.729,0.729,4.458,1,1,0.63,0.63,7.583,1,0,0.616,0.616,20.006,1,1,1.755,1.755,9.474,1,0,0.684,0.684,20.008,1,25,1,1,1,6,5,5,6,5,4,5,6,1,3,5,7,5,6,6,5,3,5,5,5,31,21,2,3,1,3,9,87.5,87.5,87.5,
1,1,1,1,1,1,1,50,1,3.079,3.079,6.511,1,0,1.743,1.743,4.744,1,1,1.722,8.93,11.992,2,1,1.438,1.438,6.401,1,1,1.239,1.239,4.407,1,1,0.853,0.853,8.309,1,0,1.399,17.784,20.109,2,1,1.462,1.462,6.458,1,0,0.804,0.804,9.156,1,1,11.527,11.527,14.937,1,1,1.449,1.449,14.003,1,0,1.565,1.565,8.23,1,0,1.27,1.27,10.087,1,0,0.904,0.904,12.326,1,0,1.286,1.286,10.579,1,1,2.101,2.101,14.677,1,0,1.037,1.037,11.685,1,1,3.078,3.078,6.452,1,1,0.979,0.979,6.379,1,0,0.982,0.982,4.534,1,37,1,4,2,5,5,5,4,5,4,5,5,1,4,3,5,5,5,4,5,4,4,5,5,24,15,2,2,2,2,11,75,75,89.5833333333333,
2,1,1,1,1,2,1,60,1,5.569,5.569,9.668,1,0,2.51,2.51,11.168,1,1,2.223,2.223,4.985,1,1,7.962,7.962,11.08,1,1,1.959,1.959,7.326,1,1,1.162,1.162,6.192,1,0,1.493,1.493,20.108,1,1,9.036,9.036,12.509,1,1,3.296,3.296,5.92,1,1,1.252,1.252,5.052,1,1,1.624,1.624,6.941,1,1,1.355,1.355,4.126,1,1,1.622,1.622,4.712,1,1,1.334,1.334,14.477,1,0,1.987,1.987,20.005,1,1,2.378,2.378,8.284,1,0,1.615,1.615,20.005,1,0,1.907,1.907,20.009,1,1,1.804,1.804,5.767,1,0,1.683,1.683,20.108,1,33,1,1,2,5,5,5,5,5,4,5,6,1,5,5,6,5,6,6,5,5,5,5,5,36,27,1,1,1,1,12,85,80,93.75,
1,1,1,3,1,2,1,70,0,1.179,1.179,20.006,1,0,3.459,3.459,20.008,1,1,2.87,2.87,7.038,1,1,1.222,1.222,4.106,1,1,0.905,0.905,20.006,1,1,1.6,1.6,6.45,1,0,1.096,15.391,18.252,6,1,1.231,6.692,9.135,5,1,0.931,9.997,10.323,6,0,0.832,5.174,6.02,2,0,0.909,19.075,20.107,6,0,0.674,19.222,20.007,4,0,0.982,14.827,17.17,5,0,1.092,2.907,7.563,2,0,0.864,0.864,13.327,1,0,1.285,13.735,14.342,8,0,0.634,6.386,9.45,2,1,0.484,3.199,10.727,2,0,1.387,1.387,6.096,1,0,0.949,0.949,6.948,1,29,0,1,2,5,5,5,5,5,4,5,3,1,5,3,6,5,5,5,5,4,5,5,5,36,26,2,2,3,2,11,67.5,80,70.8333333333333,
2,2,2,1,2,1,1,72,1,2.712,2.712,7.823,1,0,2.145,6.546,11.556,4,1,1.783,1.783,5.934,1,1,8.079,8.079,11.658,1,1,2.347,2.347,6.816,1,1,5.461,5.461,8.683,1,0,1.82,1.82,20.116,1,1,6.06,6.06,9.797,1,1,2.838,2.838,8.418,1,1,1.643,1.643,4.884,1,0,4.713,4.713,18.011,1,1,1.674,1.674,11.394,1,1,1.85,1.85,8.331,1,1,1.685,1.685,7.586,1,1,7.008,7.008,10.539,1,1,1.601,1.601,5.093,1,0,1.479,1.479,14.538,1,0,2.065,2.065,20.009,1,0,1.947,1.947,20.112,1,0,1.851,1.851,11.108,1,53,1,1,1,5,5,5,6,5,4,6,6,1,6,6,6,6,6,5,5,6,6,5,5,111,100,3,2,1,1,12,85,85,79.1666666666667,
1,1,1,1,1,2,1,80,1,1.669,1.669,4.007,1,1,2.156,2.156,9.207,1,1,1.598,1.598,5.796,1,1,0.986,0.986,3.421,1,1,1.292,1.292,5.7,1,1,1.304,1.304,4.656,1,0,2.286,2.286,11.064,1,1,5.047,5.047,16.672,1,0,1.118,1.118,20.111,1,0,3.443,3.443,20.106,1,1,4.331,4.331,6.461,1,1,3.254,3.254,13.857,1,1,2.449,2.449,4.596,1,0,1.777,1.777,20.006,1,1,1.747,1.747,5.529,1,1,9.502,9.502,12.039,1,0,9.784,9.784,20.107,1,0,2.036,2.036,20.01,1,1,1.887,1.887,5.118,1,1,1.027,1.027,3.512,1,38,1,1,2,4,5,5,5,5,4,4,5,1,4,4,5,5,5,5,5,4,4,4,5,68,64,2,2,2,1,11,87.5,80,89.5833333333333,
3,2,2,1,1,2,1,39,0,5.11,11.127,17.724,2,1,4.226,4.226,7.918,1,0,8.197,8.197,11.536,1,1,3.343,3.343,5.839,1,0,6.578,6.578,10.186,1,0,16.376,16.376,20.007,1,0,1.358,1.358,15.343,1,0,4.624,4.624,7.655,1,1,4.324,4.324,8.14,1,0,1.689,1.689,9.724,1,1,2.065,2.065,6.084,1,0,1.677,1.677,12.306,1,0,2.046,2.046,15.311,1,0,4.952,4.952,9.082,1,1,1.595,1.595,4.679,1,1,1.141,1.141,7.455,1,0,1.568,1.568,8,1,1,1.387,1.387,6.692,1,1,1.585,1.585,6.508,1,0,1.521,1.521,7.979,1,26,1,1,1,4,5,5,4,5,4,3,5,1,3,3,6,6,5,5,5,3,5,5,5,67,63,4,3,4,4,10,90,77.5,87.5,
2,1,2,1,2,4,2,50,1,5.514,5.514,8.429,1,1,1.685,1.685,7.083,1,0,1.105,1.105,18.68,1,1,1.683,1.683,5.066,1,0,1.964,4.489,20.121,2,0,1.748,1.748,20.109,1,0,0,0,0.466,0,1,2.109,2.109,5.793,1,0,3.526,3.526,20.132,1,0,1.718,1.718,9.628,1,0,1.984,1.984,19.481,1,1,1.955,1.955,4.697,1,1,1.952,1.952,4.362,1,1,1.581,1.581,5.451,1,1,1.116,7.606,8.156,2,0,1.255,6.144,16.784,2,0,2.056,2.056,9.852,1,0,1.96,1.96,12.961,1,1,1.518,1.518,4.841,1,1,1.046,1.046,4.794,1,32,0,1,1,4,5,5,4,5,4,5,6,1,5,4,5,5,5,5,5,4,4,4,5,60,55,4,3,3,3,11,87.5,77.5,89.5833333333333,
2,1,1,3,1,1,1,100,1,1.459,1.459,6.534,1,1,1.477,1.477,5.68,1,1,2.378,2.378,6.591,1,1,1.566,1.566,5.391,1,1,2.319,2.319,5.914,1,1,3.935,3.935,7.736,1,1,1.611,1.611,9.65,1,1,3.737,3.737,8.328,1,1,2.149,2.149,10.103,1,1,1.531,1.531,5.722,1,0,2.94,2.94,20.022,1,0,3.17,9.384,20.027,3,1,2.691,2.691,6.264,1,1,4.773,4.773,8.583,1,0,10.793,10.793,14.554,1,0,5.388,5.388,20.029,1,0,3.353,3.353,13.713,1,1,3.429,3.429,13.87,1,1,1.651,1.651,5.77,1,0,3.257,3.257,8.564,1,58,0,1,1,4,5,5,3,5,4,3,5,1,5,4,5,5,5,4,4,4,5,4,5,46,38,2,4,1,4,13,40,72.5,43.75,
4,2,2,1,1,3,1,40,1,1.347,1.347,5.337,1,1,1.662,1.662,5.32,1,1,1.257,1.257,5.345,1,1,1.446,1.446,5.185,1,1,1.131,1.131,3.983,1,1,0.745,0.745,5.238,1,0,1.315,1.315,20.01,1,1,1.196,1.196,14.802,1,1,1.328,1.328,6.029,1,1,1.238,1.238,4.421,1,1,1.096,1.096,5.463,1,0,1.513,1.513,20.006,1,1,1.428,1.428,4.255,1,0,1.228,1.228,13.777,1,1,0.952,0.952,11.971,1,1,0.741,0.741,9.742,1,0,1.315,1.315,16.903,1,0,1.282,1.282,20.009,1,0,1.118,1.118,20.01,1,1,1.326,1.326,11.575,1,34,0,1,1,3,5,5,4,5,4,3,5,1,3,4,6,5,5,4,5,4,5,5,5,70,67,4,4,4,3,12,87.5,87.5,89.5833333333333,
1,1,1,1,1,1,2,36,0,2.8,2.8,11.877,1,1,1.959,1.959,9.167,1,1,2.054,2.054,9.406,1,1,1.974,1.974,8.089,1,1,2.394,2.394,10.16,1,0,2.042,2.042,8.163,1,0,2.422,2.422,13.058,1,0,1.886,1.886,14.14,1,0,2.012,2.012,20.118,1,1,2.724,2.724,11.806,1,0,2.232,2.232,17.178,1,0,2.781,2.781,16.225,1,1,2.128,2.128,8.358,1,0,1.959,1.959,15.934,1,0,2.045,2.045,8.018,1,0,1.947,1.947,20.007,1,0,2.903,2.903,17.824,1,0,1.803,1.803,19.496,1,1,1.646,1.646,11.771,1,1,1.998,1.998,14.105,1,48,1,1,3,2,5,5,2,5,4,2,6,1,2,4,6,6,6,5,6,4,5,5,5,125,100,2,2,3,1,13,92.5,35,87.5,
2,1,1,1,1,2,2,70,1,1.156,1.156,5.717,1,1,1.062,1.379,6.693,2,1,1.116,1.116,4.482,1,1,0.707,0.707,3.482,1,1,0.837,0.837,4.87,1,0,0.797,0.797,18.803,1,0,0.917,0.917,20.022,1,1,0.875,0.875,5.339,1,1,1.363,1.363,10.396,1,0,1.521,1.521,20.02,1,1,1.078,1.078,6.643,1,1,0.998,0.998,13.346,1,1,0.894,0.894,11.31,1,1,0.779,0.779,3.888,1,1,1.763,1.763,5.493,1,1,1.327,1.327,6.069,1,0,1.197,1.197,13.4,1,1,0.904,0.904,4.89,1,1,2.755,2.755,5.773,1,1,0.971,0.971,3.955,1,32,1,1,1,6,4,5,5,5,4,2,6,1,3,2,5,4,5,5,5,3,5,5,5,72,69,2,1,1,1,10,87.5,87.5,87.5,
2,1,1,1,1,2,1,40,1,2.249,2.249,5.562,1,1,2.347,2.347,5.369,1,1,2.335,2.335,6.165,1,1,3.129,3.129,5.678,1,1,1.781,1.781,4.719,1,0,9.384,9.384,20.109,1,1,5.808,5.808,8.566,1,1,1.664,1.664,5.135,1,1,2,2,4.586,1,1,7.23,7.23,10.224,1,0,8.083,8.083,10.658,1,0,12.132,12.132,20.007,1,1,2.145,2.145,8.197,1,1,1.788,1.788,14.024,1,1,3.538,3.538,6.43,1,1,1.85,1.85,4.338,1,1,3.368,3.368,6.207,1,1,1.961,1.961,8.937,1,1,13.172,13.172,16.479,1,1,7.709,7.709,10.646,1,45,1,1,2,5,4,5,3,5,4,2,5,1,3,3,6,5,5,6,5,3,5,5,5,97,98,2,2,2,1,11,77.5,87.5,87.5,
1,1,1,1,1,1,1,94,1,1.506,1.506,6.689,1,0,1.415,1.415,8.039,1,1,1.01,1.01,4.796,1,0,1.081,1.081,14.967,1,0,1.41,1.41,16.953,1,0,1.376,1.376,14.622,1,0,1.221,1.221,14.905,1,1,1.185,1.185,5.654,1,0,0.9,0.9,15.021,1,1,1.466,1.466,11.445,1,0,1.055,1.055,20.01,1,0,1.662,1.662,11.531,1,1,1.126,1.126,14.925,1,0,0.954,0.954,17.252,1,0,1.147,1.147,18.704,1,0,1.259,1.259,20.121,1,0,2.213,2.213,12.626,1,0,1.223,1.223,13.253,1,1,1.118,1.118,4.501,1,1,1.085,1.085,15.204,1,42,1,1,2,5,4,5,5,5,4,4,5,1,5,4,3,5,5,6,5,3,4,5,5,2,0,1,1,1,1,11,85,87.5,62.5,
1,1,1,1,1,1,1,80,1,1.445,1.445,8.372,1,1,0.902,0.902,6.059,1,0,1.235,1.235,14.08,1,1,0.827,0.827,3.42,1,0,0.689,0.689,20.008,1,1,6.739,6.739,8.658,1,0,11.804,11.804,15.868,1,0,0.844,0.844,9.843,1,0,0.902,18.293,20.054,2,1,9.295,9.295,12.645,1,1,0.794,0.794,18.099,1,0,1.179,1.179,20.007,1,1,2.57,2.57,12.257,1,0,10.518,10.518,13.205,1,1,2.509,2.509,12.019,1,1,1.518,1.518,15.909,1,0,1.233,1.233,20.006,1,0,2.291,2.291,20.105,1,1,2.246,2.246,6.085,1,0,0.599,0.599,20.108,1,43,1,1,2,5,4,5,4,5,4,3,6,1,4,3,5,5,6,6,6,3,5,5,5,109,100,2,2,2,2,10,85,85,91.6666666666667,
1,1,1,1,1,3,2,51,0,1.46,1.46,9.353,1,0,0.977,0.977,15.735,1,1,0.521,0.521,9.39,1,1,0.629,0.629,5.409,1,1,0.456,0.456,3.045,1,1,0.578,0.578,3.015,1,0,0.437,6.589,9.404,2,1,0.417,0.417,4.373,1,1,0.525,0.525,7.771,1,1,0.495,0.495,4.044,1,1,0.516,0.516,3.889,1,0,0.31,2.486,20.107,2,1,1.795,1.795,4.232,1,1,0.513,7.249,7.447,2,0,0.556,0.556,20.01,1,0,1.77,8.346,10.127,2,0,0.473,0.473,4.918,1,1,0.38,0.38,8.337,1,1,0.491,0.491,4.569,1,0,0.525,0.525,9.786,1,28,0,1,2,5,4,5,5,5,4,5,7,1,7,4,6,6,5,3,5,6,5,5,5,-13,0,1,1,2,1,9,65,85,70.8333333333333,
6,2,3,2,2,2,1,45,1,1.215,1.215,19.448,1,0,1.234,1.234,4.249,1,1,0.823,0.823,5.955,1,1,1.321,1.321,3.932,1,1,1.237,1.237,6.376,1,0,2.945,2.945,20.007,1,1,1.852,1.852,11.422,1,0,1.023,1.023,20.109,1,1,1.337,1.337,10.732,1,1,0.853,0.853,4.963,1,1,0.972,0.972,4.201,1,0,0.978,0.978,14.629,1,1,1.342,1.342,3.454,1,1,0.835,0.835,6.641,1,1,1.023,1.023,8.005,1,1,2.119,2.119,5.001,1,0,1.129,1.129,17.79,1,1,1.226,1.226,4.691,1,1,0.914,0.914,4.36,1,1,0.792,0.792,7.664,1,31,1,1,1,5,4,5,5,5,4,5,5,1,5,4,6,5,5,4,5,3,5,5,5,25,16,4,2,4,4,9,55,82.5,81.25,
1,1,1,1,1,2,1,21,1,2.477,2.477,16.599,1,0,4.396,4.396,13.963,1,0,3.237,11.901,16.178,3,1,3.329,3.329,8.726,1,1,2.195,2.195,5.102,1,1,1.477,1.477,4.616,1,0,3.738,3.738,9.354,1,0,2.075,2.075,9.057,1,0,1.14,1.14,9.553,1,1,1.711,1.711,5.566,1,0,1.659,1.659,11.299,1,0,2.487,2.487,8.824,1,0,3.687,17.815,20.108,2,0,1.571,1.571,12.177,1,1,1.43,12.408,15.648,2,1,2.461,2.461,10.655,1,0,3.255,3.255,20.107,1,1,6.012,6.012,8.948,1,1,1.531,1.531,6.853,1,1,2.201,2.201,9.282,1,55,1,1,1,5,4,5,4,5,4,4,5,1,4,4,5,5,5,5,5,5,5,5,5,115,100,3,2,3,1,,35,90,66.6666666666667,
4,4,2,3,2,4,1,61,1,0.908,0.908,3.271,1,0,0.714,0.714,6.106,1,1,0.642,0.642,4.659,1,1,0.648,0.648,3.656,1,1,0.839,0.839,3.538,1,1,1.063,1.063,6.862,1,0,1.847,1.847,20.108,1,1,2.005,2.36,4.643,2,1,0.84,0.84,6.551,1,1,0.662,0.662,6.693,1,0,2.786,5.301,13.43,2,1,2.133,2.133,13.284,1,1,0.772,0.772,7.984,1,1,0.862,0.862,5.539,1,1,1.292,1.292,6.958,1,1,0.848,0.848,5.557,1,1,0.633,0.633,9.356,1,1,0.837,0.837,6.537,1,1,0.663,0.663,3.38,1,0,0.457,0.457,10.434,1,33,1,1,1,5,4,5,3,5,4,3,5,1,5,5,4,4,4,5,5,5,5,5,5,45,36,4,5,5,2,11,82.5,80,89.5833333333333,
3,2,2,3,3,4,1,50,0,1.771,1.771,20.019,1,1,1.206,1.206,8.94,1,1,1.543,1.543,15.613,1,0,1.007,1.007,20.014,1,0,1.155,1.155,16.008,1,1,1.231,1.231,6.607,1,0,0.846,0.846,14.374,1,1,1.209,1.209,6.554,1,1,0.872,0.872,6.6,1,1,0.965,0.965,9.86,1,0,0.851,0.851,20.12,1,1,2.82,2.82,10.25,1,1,0.928,0.928,4.551,1,1,0.877,0.877,9.219,1,1,1.11,1.11,15.902,1,1,0.75,0.75,4.704,1,0,0.683,0.683,13.779,1,0,0.726,0.726,13.763,1,1,0.905,0.905,10.757,1,0,1.313,1.313,10.951,1,40,0,1,1,5,4,5,4,5,4,3,5,1,4,4,5,5,4,6,4,3,5,4,5,70,67,3,3,3,3,15,82.5,90,91.6666666666667,
2,1,1,1,1,1,1,100,1,1.591,1.591,8.703,1,0,3.559,6.204,6.865,2,1,0.958,0.958,5.047,1,0,3.424,3.424,13.858,1,1,1.194,1.194,5.983,1,0,1.538,1.538,10.692,1,0,2.263,4.452,12.096,2,1,1.784,1.784,14.709,1,0,1.262,1.262,20.014,1,1,8.83,8.83,13.662,1,0,1.32,1.32,13.91,1,0,1.083,1.083,8.07,1,0,0,0,6.701,0,0,0,0,14.289,0,1,5.77,5.77,11.137,1,1,2.68,2.68,6.997,1,1,1.382,1.382,12.986,1,1,1.24,1.24,7.699,1,1,1.185,1.185,6.593,1,0,2.35,2.35,6.269,1,27,1,1,1,4,4,5,4,5,4,5,4,1,4,4,6,5,5,5,5,4,5,5,5,75,73,5,1,1,1,11,80,82.5,89.5833333333333,
4,1,1,2,3,2,1,65,1,1.489,1.489,7.946,1,1,1.782,1.782,7.193,1,1,1.395,1.395,13.382,1,1,3.156,3.156,10.76,1,1,1.567,1.567,14.237,1,0,1.413,1.413,20.121,1,1,2.012,2.012,9.067,1,1,1.46,1.46,13.245,1,0,1.662,1.662,20.012,1,0,2.208,2.208,20.115,1,0,1.167,16.111,20.12,2,1,1.217,1.217,14.192,1,1,1.528,1.528,8.105,1,1,1.354,1.354,7.436,1,1,1.481,1.481,5.786,1,1,1.435,1.435,5.72,1,0,1.626,1.626,20.01,1,1,1.867,1.867,15.379,1,1,1.948,1.948,4.793,1,1,1.517,1.517,7.123,1,40,0,1,3,6,3,5,3,5,4,4,5,1,2,3,6,5,5,5,5,2,5,5,5,64,60,3,3,4,2,11,87.5,90,79.1666666666667,
5,3,4,4,4,3,1,51,1,1.765,1.765,7.683,1,1,0.979,0.979,6.213,1,1,1.56,1.56,7.774,1,1,0.672,0.672,4.514,1,1,0.84,0.84,11.985,1,1,0.979,0.979,7.485,1,0,1.473,1.473,11.651,1,1,1.235,1.235,4.59,1,1,0.605,0.605,5.702,1,1,0.707,0.707,14.565,1,1,0.661,0.661,4.903,1,0,0.737,0.737,20.01,1,0,1.717,1.717,5.632,1,0,2.053,2.053,20.007,1,1,3.15,3.15,7.991,1,1,0.858,0.858,8.575,1,1,0.724,8.58,12.399,2,1,1.017,1.017,4.32,1,1,0.692,0.692,4.098,1,0,0.61,0.61,11.236,1,41,0,1,2,5,3,5,2,5,4,2,5,1,2,2,6,5,6,6,5,1,5,5,5,125,100,5,5,5,5,,82.5,80,79.1666666666667,
1,1,1,1,1,1,1,81,1,1.776,1.776,7.533,1,0,1.817,1.817,8.884,1,0,2.758,2.758,12.319,1,1,1.564,1.564,5.077,1,1,1.689,1.689,5.793,1,1,1.342,1.342,8.58,1,0,1.744,1.744,20.022,1,1,2.54,2.54,8.176,1,0,1.371,1.371,20.12,1,0,1.914,1.914,14.266,1,1,1.261,1.261,6.62,1,1,1.631,1.631,5.526,1,1,1.356,1.356,4.089,1,1,1.262,1.262,6.075,1,0,1.036,1.036,7.512,1,0,1.183,1.183,7.679,1,0,1.045,1.045,8.057,1,1,0.947,0.947,5.732,1,1,1.422,1.422,5.124,1,0,1.597,1.597,5.991,1,34,1,4,1,5,3,5,3,5,4,2,5,1,3,3,5,6,6,5,5,2,5,5,5,40,31,1,1,1,1,11,77.5,77.5,81.25,
