killandfight_1,killandfight_2,killandfight_3,killandfight_4,killandfight_5,killandfight_6,choice,certainty_trolley,RAT1,RAT1_time_First Click,RAT1_time_Last Click,RAT1_time_Page Submit,RAT1_time_Click Count,RAT2,RAT2_time_First Click,RAT2_time_Last Click,RAT2_time_Page Submit,RAT2_time_Click Count,RAT3,RAT3_time_First Click,RAT3_time_Last Click,RAT3_time_Page Submit,RAT3_time_Click Count,RAT4,RAT4_time_First Click,RAT4_time_Last Click,RAT4_time_Page Submit,RAT4_time_Click Count,RAT5,RAT5_time_First Click,RAT5_time_Last Click,RAT5_time_Page Submit,RAT5_time_Click Count,RAT6,RAT6_time_First Click,RAT6_time_Last Click,RAT6_time_Page Submit,RAT6_time_Click Count,RAT7,RAT7_time_First Click,RAT7_time_Last Click,RAT7_time_Page Submit,RAT7_time_Click Count,RAT8,RAT8_time_First Click,RAT8_time_Last Click,RAT8_time_Page Submit,RAT8_time_Click Count,RAT9,RAT9_time_First Click,RAT9_time_Last Click,RAT9_time_Page Submit,RAT9_time_Click Count,RAT10,RAT10_time_First Click,RAT10_time_Last Click,RAT10_time_Page Submit,RAT10_time_Click Count,RAT11,RAT11_time_First Click,RAT11_time_Last Click,RAT11_time_Page Submit,RAT11_time_Click Count,RAT12,RAT12_time_First Click,RAT12_time_Last Click,RAT12_time_Page Submit,RAT12_time_Click Count,RAT13,RAT13_time_First Click,RAT13_time_Last Click,RAT13_time_Page Submit,RAT13_time_Click Count,RAT14,RAT14_time_First Click,RAT14_time_Last Click,RAT14_time_Page Submit,RAT14_time_Click Count,RAT15,RAT15_time_First Click,RAT15_time_Last Click,RAT15_time_Page Submit,RAT15_time_Click Count,RAT16,RAT16_time_First Click,RAT16_time_Last Click,RAT16_time_Page Submit,RAT16_time_Click Count,RAT17,RAT17_time_First Click,RAT17_time_Last Click,RAT17_time_Page Submit,RAT17_time_Click Count,RAT18,RAT18_time_First Click,RAT18_time_Last Click,RAT18_time_Page Submit,RAT18_time_Click Count,RAT19,RAT19_time_First Click,RAT19_time_Last Click,RAT19_time_Page Submit,RAT19_time_Click Count,RAT20,RAT20_time_First Click,RAT20_time_Last Click,RAT20_time_Page Submit,RAT20_time_Click Count,age,gender,ethnicity,education,CFI_1,CFI_2,CFI_3,CFI_4,CFI_5,CFI_6,CFI_7,CFI_8,attention_check,CFI_10,CFI_11,CFI_12,CFI_13,CFI_14,CFI_15,CFI_16,CFI_17,CFI_18,CFI_19,CFI_20,distance,overlap,ARIS_1,ARIS_2,ARIS_3,ARIS_4,WCST_timetotal,color,number,shape,
3,2,2,2,2,2,1,100,1,1.393,1.393,7.783,1,1,1.303,1.303,6.495,1,0,1.44,1.44,9.195,1,1,1.133,1.133,6.485,1,1,1.308,1.308,5.776,1,1,1.952,1.952,7.401,1,0,1.355,1.355,20.008,1,1,2.041,2.041,5.804,1,0,1.381,1.381,20.123,1,1,9.027,9.027,12.428,1,0,1.271,1.271,18.527,1,0,1.457,1.457,20.006,1,0,1.224,1.224,4.873,1,1,1.257,1.257,11.095,1,1,1.572,1.572,8.485,1,1,1.145,1.145,7.762,1,0,1.268,1.268,20.007,1,0,1.438,1.438,18.622,1,0,1.535,1.535,18.984,1,1,1.124,1.124,7.126,1,21,0,1,,7,3,5,3,6,6,3,5,1,2,2,6,7,6,7,6,3,6,7,6,22,13,1,1,1,1,,75,67.5,60.4166666666667,
5,1,1,1,1,1,1,64,1,11.331,11.331,13.618,1,1,1.726,1.726,4.064,1,1,6.269,6.269,8.861,1,1,1.698,1.698,4.436,1,1,3.27,3.27,5.335,1,0,8.361,8.361,13.269,1,0,13.955,13.955,15.833,1,0,0,0,21.14,0,0,3.394,3.394,16.93,1,1,1.026,1.026,13.656,1,0,1.273,1.273,13.423,1,0,1.544,1.544,12.404,1,1,2.35,2.35,4.416,1,0,9.703,9.703,11.624,1,0,2.003,2.003,17.939,1,1,6.524,6.524,8.58,1,0,10.536,10.536,12.281,1,1,3.161,3.999,7.828,2,1,2.404,2.404,4.601,1,0,2.605,2.605,7.625,1,31,0,1,2,6,3,5,4,6,6,3,2,1,5,2,7,5,6,5,5,4,5,5,6,68,64,1,2,2,1,11,72.5,65,72.9166666666667,
2,2,2,2,3,1,1,100,0,1.2,1.2,20.117,1,0,4.295,4.295,10.822,1,0,1.475,1.475,9.742,1,1,1.659,9.074,10.401,2,1,1.195,1.195,20.01,1,1,6.069,6.069,7.97,1,1,11.111,11.111,14.898,1,1,1.191,1.191,6.034,1,1,0.996,0.996,5.213,1,0,1.46,1.46,20.112,1,0,1.901,1.901,15.699,1,0,1.522,1.522,20.007,1,0,2.455,2.455,20.132,1,0,1.647,1.647,20.012,1,0,1.84,1.84,20.011,1,0,2.018,2.018,20.01,1,0,14.231,14.231,20.01,1,0,2.028,2.028,20.011,1,0,4.071,4.071,12.734,1,1,1.122,1.122,17.758,1,27,0,4,1,6,3,5,3,6,6,6,6,1,5,5,6,6,7,6,6,2,6,6,6,72,69,5,4,4,3,12,82.5,82.5,85.4166666666667,
5,1,1,2,4,6,2,95,0,2.229,2.229,20.119,1,1,3.488,3.488,12.198,1,1,3.114,3.114,6.165,1,1,1.478,1.478,5.427,1,1,1.348,1.348,4.655,1,0,1.539,1.539,14.952,1,0,0,0,20.113,0,1,17.469,17.469,20.01,1,1,4.102,4.102,7.092,1,1,6.387,9.183,9.877,2,1,2.102,2.102,5.171,1,0,2.149,2.149,20.017,1,1,1.785,1.785,6.999,1,1,5.369,5.369,9.088,1,0,0,0,20.116,0,1,3.633,3.633,6.762,1,1,4.016,4.016,7.324,1,0,11.443,11.443,20.017,1,1,2.181,2.181,7.543,1,0,1.644,1.644,11.705,1,39,0,1,2,5,3,5,3,6,6,2,5,1,3,2,5,5,6,4,4,3,5,5,6,93,95,5,6,6,5,13,90,82.5,89.5833333333333,
1,1,1,1,1,1,1,63,1,2.205,2.205,8.013,1,0,0.721,0.721,5.682,1,1,0.747,0.747,3.963,1,1,0.724,0.724,4.315,1,1,0.995,0.995,3.781,1,1,1.649,1.649,4.347,1,0,1.24,1.24,10.707,1,1,1.178,1.178,3.489,1,1,1.665,1.665,3.658,1,1,0.757,0.757,4.896,1,1,1.596,1.596,6.663,1,1,1.167,1.167,3.386,1,1,0.745,0.745,3.277,1,1,1.323,1.323,8.07,1,0,1.217,9.139,9.571,2,1,0.589,0.589,4.52,1,0,0.785,0.785,10.019,1,0,1.19,1.19,8.535,1,1,1.109,1.109,3.543,1,0,1.958,1.958,8.011,1,29,1,3,1,5,3,5,2,6,6,1,7,1,5,4,6,6,7,6,5,5,4,5,6,57,50,4,3,1,1,10,90,87.5,85.4166666666667,
2,1,1,1,1,1,1,30,1,1.652,1.652,5.515,1,1,2.836,2.836,17.4,1,1,1.4,1.4,5,1,1,1.36,1.36,4.256,1,1,1.396,1.396,9.798,1,1,2.158,5.374,9.658,2,0,1.517,1.517,20.045,1,1,1.969,1.969,5.537,1,1,1.245,1.245,4.9,1,1,0.994,0.994,7.435,1,1,1.438,1.438,5.852,1,0,0.868,0.868,18.133,1,1,1.095,1.095,4.989,1,1,0.929,0.929,5.519,1,0,0.93,0.93,18.609,1,1,1.25,1.25,5.299,1,0,0.864,0.864,9.487,1,1,1.124,1.124,11.234,1,1,0.907,0.907,5.011,1,1,0.873,0.873,8.243,1,33,1,1,1,5,3,5,3,6,6,2,6,1,1,4,6,7,7,6,6,2,7,6,6,59,53,4,3,3,2,12,87.5,80,72.9166666666667,
2,1,1,1,2,2,2,33,1,1.557,1.557,5.719,1,0,1.298,1.298,7.3,1,1,1.077,1.077,12.699,1,1,1.788,2.146,4.925,2,1,1.559,1.559,6.307,1,1,0.782,0.782,5.987,1,0,1.087,1.087,17.343,1,0,0.791,0.791,16.47,1,0,1.01,1.01,11.498,1,0,8.543,10.73,11.325,2,1,1.383,1.383,18.635,1,0,1.676,1.676,20.017,1,0,6.133,6.133,20.113,1,1,2.493,2.493,11.357,1,1,1.261,1.261,4.205,1,1,1.075,1.075,6.652,1,0,0.823,0.823,20.107,1,1,3.391,3.391,7.019,1,1,1.631,1.631,6.041,1,1,1.085,1.085,6.377,1,34,0,1,1,5,3,5,2,6,6,2,6,1,2,2,5,6,5,6,6,3,6,6,6,103,100,2,2,2,1,10,87.5,80,75,
1,1,1,7,1,2,2,5,1,0.912,0.912,6.134,1,1,1.015,7.118,10.589,2,1,11.074,11.074,13.756,1,1,1.587,1.587,3.974,1,1,2.235,2.235,4.442,1,1,7.829,7.829,10.579,1,0,0,0,20.006,0,1,6.406,6.406,8.565,1,1,1.895,1.895,4.356,1,0,0,0,20.02,0,1,3.961,3.961,7.586,1,0,0,0,20.009,0,1,1.87,1.87,4.206,1,1,6.685,6.685,9.28,1,1,2.747,2.747,6.879,1,1,3.275,3.275,6.173,1,0,0,0,20.105,0,1,6.176,6.176,10.006,1,1,2,2,7.837,1,0,12.352,12.352,20.014,1,34,0,1,1,5,3,5,3,6,6,2,5,1,2,2,6,5,3,6,5,2,6,6,6,36,26,1,1,1,1,12,77.5,87.5,81.25,
3,2,1,1,1,4,1,72,1,3.254,3.254,19.621,1,1,2.256,2.256,16.047,1,0,6.097,6.097,12.874,1,0,0,0,20.028,0,0,0,0,20.011,0,0,1.948,1.948,9.195,1,0,1.839,1.839,20.028,1,0,2.156,2.156,9.148,1,0,3.829,3.829,8.991,1,0,11.4,11.4,14.982,1,0,2.092,2.092,15.979,1,0,2.286,2.286,14.527,1,0,5.64,5.64,10.464,1,0,4.177,4.177,8.18,1,0,2.2,2.2,8.97,1,0,1.891,1.891,9.249,1,0,2.628,2.628,8.064,1,0,3.02,3.02,5.762,1,1,2.021,2.021,5.967,1,0,3.969,3.969,8.12,1,18,0,4,3,4,3,5,2,6,6,1,7,1,4,2,6,6,6,6,6,2,6,6,6,56,49,6,2,2,2,18,72.5,82.5,64.5833333333333,
5,2,1,3,2,3,1,5,0,2.948,2.948,20.008,1,1,6.479,6.479,19.139,1,1,1.896,1.896,9.534,1,1,1.501,1.501,4.833,1,0,1.462,1.462,8.479,1,1,1.609,1.609,11.254,1,0,1.738,1.738,14.25,1,1,1.314,1.314,5.881,1,1,1.834,1.834,5.916,1,0,1.552,1.552,20.107,1,0,2.279,2.279,20.006,1,1,9.51,10.436,14.54,2,1,1.467,1.467,5.391,1,0,1.657,1.657,20.008,1,1,5.455,5.455,9.317,1,0,1.408,1.408,14.685,1,0,1.206,1.206,17.455,1,0,1.583,1.583,20.006,1,1,4.034,4.034,7.294,1,1,1.791,1.791,6.272,1,50,1,1,1,4,3,5,3,6,6,5,6,1,2,2,6,6,6,6,6,1,5,5,6,31,21,5,7,5,7,12,85,75,85.4166666666667,
7,1,1,6,6,6,2,40,1,1.175,1.175,5.697,1,1,1.551,1.551,5.265,1,1,0.9,0.9,3.992,1,1,0.9,0.9,3.917,1,1,0.845,0.845,10.149,1,1,0.809,0.809,14.986,1,1,1.16,1.16,6.56,1,1,0.983,0.983,4.224,1,1,0.869,0.869,17.83,1,1,0.768,0.768,5.809,1,0,0.669,0.669,20.009,1,1,2.884,2.884,11.845,1,0,1.032,1.032,15.672,1,0,0.558,0.558,20.108,1,1,3.829,3.829,7.822,1,0,0.93,0.93,13.779,1,0,1.011,1.011,20.008,1,1,3.719,4.551,20.006,2,0,0,0,0.263,0,1,1.352,1.352,10.137,1,42,0,1,2,7,2,5,2,6,6,1,6,1,2,1,5,5,5,7,6,1,6,6,6,91,92,7,7,7,7,10,80,77.5,85.4166666666667,
4,1,1,1,1,7,2,52,1,0.912,0.912,5.161,1,1,0.768,0.768,7.409,1,0,1.27,1.27,7.287,1,1,0.735,0.735,3.225,1,1,0.789,0.789,5.121,1,0,1.098,13.439,20.11,3,0,1.632,1.632,20.006,1,1,0.981,0.981,4.249,1,0,0.683,12.259,20.007,3,1,1.007,3.667,9.865,2,0,0.699,1.977,10.566,2,0,0.613,0.613,20.012,1,1,2.597,2.597,4.655,1,0,0.695,15.096,20.01,3,0,6.785,11.116,20.108,2,1,1.403,1.403,3.73,1,0,0.757,0.757,7.718,1,1,0.804,0.804,3.758,1,1,0.639,0.639,4.628,1,0,1.194,1.194,20.012,1,38,1,1,2,6,2,5,2,6,6,1,6,1,1,1,6,6,6,6,6,1,6,6,6,126,100,1,1,5,1,15,87.5,85,77.0833333333333,
1,1,1,1,1,2,2,80,1,5.676,5.676,11.551,1,1,2.202,2.202,12.658,1,1,2.017,2.017,6.603,1,1,2.03,2.03,4.124,1,1,2.489,2.489,10.901,1,0,2.244,2.244,20.112,1,1,1.176,1.176,7.196,1,1,3.041,3.041,5.612,1,1,2.445,2.445,6.114,1,0,2.727,2.727,16.965,1,0,2.072,13.074,15.155,2,0,5.241,5.241,20.009,1,1,1.101,1.101,15.274,1,0,15.928,15.928,18.159,1,0,3.592,3.592,20.007,1,0,1.538,1.538,17.823,1,0,2.078,19.379,20.006,2,1,1.892,1.892,9.638,1,1,1.735,1.735,10.73,1,0,1.619,1.619,18.651,1,25,1,1,1,6,2,5,2,6,6,2,7,1,3,2,6,5,6,6,5,2,5,5,6,-1,0,3,3,2,2,10,90,87.5,91.6666666666667,
1,1,2,1,1,1,1,96,1,1.389,1.389,10.236,1,1,2.552,2.552,5.658,1,1,2.477,2.477,4.801,1,1,3.85,3.85,6.21,1,0,1.206,1.206,17.07,1,1,1.538,1.538,8.343,1,0,7.065,7.065,9.119,1,1,4.167,4.167,6.292,1,0,16.237,16.237,19.423,1,0,1.274,1.274,15.277,1,0,6.869,6.869,18.663,1,0,1.332,1.332,12.888,1,0,0,0,0.239,0,0,5.258,5.258,20.116,1,1,1.275,1.275,7.065,1,1,1.46,1.46,12.366,1,0,1.26,1.26,20.008,1,1,1.809,1.809,7.12,1,0,0.935,0.935,9.607,1,0,0.844,0.844,5.778,1,33,0,1,1,6,2,5,3,6,6,3,3,1,5,3,6,5,4,6,6,3,5,5,6,21,11,2,3,1,1,9,82.5,87.5,87.5,
2,2,1,1,2,4,1,85,1,3.263,9.623,10.321,2,1,2.685,6.435,7.11,2,0,3.276,3.276,16.961,1,1,6.651,6.651,14.125,1,1,7.952,7.952,10.498,1,0,8.014,8.014,20.011,1,0,0.525,13.23,20.008,2,1,9.786,9.786,12.694,1,1,4.21,4.21,6.747,1,1,3.302,3.302,17.382,1,1,6.829,6.829,10.769,1,0,5.445,5.445,16.6,1,1,8.173,8.173,10.693,1,0,4.216,4.216,10.999,1,0,10.282,10.282,15.284,1,1,9.029,9.029,11.86,1,0,6.758,6.758,13.212,1,0,6.689,6.689,9.97,1,1,7.781,7.781,15.751,1,0,3.859,3.859,20.006,1,44,1,1,,6,2,5,2,6,6,1,6,1,2,2,6,6,6,6,6,2,6,5,6,53,47,5,4,4,2,13,75,70,56.25,
3,2,2,3,3,3,1,90,1,1.775,1.775,9.94,1,0,1.567,1.567,9.387,1,1,1.865,1.865,9.222,1,1,3.204,3.204,7.537,1,1,3.496,3.496,9.818,1,0,2.284,2.284,20.106,1,0,2.761,15.048,15.815,2,1,2.717,2.717,6.609,1,1,1.825,1.825,7.723,1,1,1.345,1.345,7.699,1,1,1.906,1.906,8.148,1,0,1.697,1.697,20.008,1,1,2.675,2.675,6.901,1,1,1.389,1.389,11.616,1,1,1.706,1.706,8.588,1,0,1.897,1.897,20.008,1,1,2.221,2.221,20.008,1,1,1.895,1.895,20.008,1,1,1.493,1.493,7.879,1,1,1.756,1.756,7.878,1,51,0,1,1,5,2,5,2,6,6,2,6,1,2,2,6,6,6,6,6,3,6,6,6,51,44,4,4,2,3,11,85,85,89.5833333333333,
2,1,1,1,1,1,1,41,1,1.183,1.183,4.625,1,1,1.208,1.208,3.412,1,1,2.038,2.038,8.258,1,1,1.497,1.497,3.382,1,1,1.661,1.661,3.576,1,1,0.938,0.938,2.988,1,0,1.308,1.308,20.009,1,1,1.428,1.428,9.504,1,0,4.414,4.414,10.817,1,1,1.21,1.21,6.136,1,0,0.854,0.854,18.011,1,0,3.497,3.497,11.481,1,1,1.768,1.768,4.506,1,0,0.914,0.914,21.426,1,0,0.975,0.975,8.275,1,1,1.422,1.422,6.066,1,0,5.657,5.657,19.808,1,1,1.569,1.569,3.955,1,1,0.844,0.844,4.767,1,1,2.011,2.011,6.21,1,29,1,1,2,5,6,7,6,5,6,7,6,1,7,7,7,7,7,5,5,6,5,5,6,68,64,4,3,2,1,12,77.5,82.5,79.1666666666667,
4,1,1,1,1,2,1,83,1,1.376,1.376,5.484,1,1,1.104,1.104,4.624,1,1,0.732,0.732,10.986,1,1,0.793,0.793,4.434,1,1,0.87,0.87,9.344,1,0,1.045,1.045,10.689,1,0,1.145,1.145,20.112,1,1,1.186,1.186,4.456,1,1,0.819,0.819,3.947,1,1,0.754,0.754,6.121,1,0,0.7,0.7,13.672,1,1,0.842,0.842,4.357,1,1,0.959,0.959,6.407,1,1,1.019,1.019,12.219,1,1,0.995,0.995,5.22,1,1,0.802,0.802,4.086,1,1,0.694,0.694,7.632,1,0,0.868,0.868,20.008,1,1,1.353,1.353,4.196,1,0,0.7,0.7,9.748,1,49,1,1,1,5,6,7,5,5,6,3,5,1,2,2,6,6,5,5,6,2,6,6,6,76,75,1,1,1,1,11,77.5,80,81.25,
2,1,1,1,2,4,2,26,0,2.792,2.792,8.618,1,1,3.907,3.907,5.625,1,1,0.548,0.548,6.701,1,1,1.02,1.02,2.527,1,0,17.912,17.912,20.114,1,0,1.75,1.75,20.011,1,0,3.319,3.319,17.618,1,1,6.895,6.895,9.211,1,1,0.573,0.573,5.473,1,1,4.151,4.151,5.826,1,0,8.888,8.888,11.536,1,1,4.243,4.243,5.437,1,1,2.277,2.277,3.459,1,0,2.438,2.438,17.448,1,0,0.73,0.73,9.988,1,1,6.918,6.918,9.184,1,0,11.405,11.405,13.973,1,0,10.87,10.87,12.802,1,1,1.723,1.723,3.136,1,1,4.176,4.176,5.867,1,23,0,1,1,5,6,7,3,5,6,5,6,1,2,3,6,6,7,5,7,3,6,7,6,68,64,2,1,1,1,10,75,82.5,62.5,
3,3,4,4,2,4,1,70,1,1.497,1.497,6.518,1,0,1.916,1.916,19.709,1,1,1.318,1.318,5.444,1,1,1.266,1.266,8.764,1,1,1.366,1.366,13.043,1,1,1.747,1.747,10.12,1,0,1.261,1.261,10.486,1,1,1.163,1.163,11.051,1,0,1.592,1.592,18.578,1,1,1.22,1.22,15.242,1,0,1.833,1.833,12.189,1,0,1.377,19.674,20.009,3,1,2.644,2.644,9.231,1,0,1.301,1.301,20.006,1,0,2.374,2.374,9.624,1,0,1.96,1.96,6.54,1,0,1.715,1.715,16.097,1,1,1.31,1.31,5.815,1,1,1.37,1.37,7.681,1,0,1.425,5.963,6.569,2,21,0,4,2,5,4,7,3,5,6,3,5,1,6,3,6,5,5,5,4,2,5,4,6,60,54,3,2,4,2,11,67.5,87.5,89.5833333333333,
6,2,6,1,2,4,1,70,0,2.215,2.215,19.67,1,0,1.302,1.302,13.485,1,1,1.391,1.391,20.01,1,0,0.682,0.682,10.391,1,1,10.834,10.834,13.301,1,1,0.68,0.68,10.049,1,0,1.557,1.557,7.606,1,0,0.928,0.928,10.466,1,1,0.72,4.84,7.458,2,0,1.121,1.121,14.249,1,1,0.628,0.628,20.007,1,0,0.731,0.731,20.107,1,0,0,0,20.007,0,0,0,0,20.107,0,1,9.364,9.364,13.239,1,1,1.015,14.295,16.397,2,0,0.847,0.847,18.098,1,1,0.9,0.9,7.512,1,0,0.533,0.533,15.6,1,0,1.246,1.246,18.939,1,19,0,1,2,5,3,7,4,5,6,2,6,1,3,2,7,7,6,7,6,3,6,4,6,100,100,5,2,1,3,11,90,82.5,85.4166666666667,
4,3,3,4,2,3,1,100,1,1.727,1.727,5.398,1,1,2.093,2.093,6.403,1,1,1.484,1.484,4.878,1,1,1.347,1.347,10.387,1,1,7.473,7.644,10.013,2,1,1.859,1.859,8.207,1,0,1.129,1.129,20.039,1,0,10.55,10.55,18.065,1,1,2.021,2.021,5.541,1,1,2.264,2.264,7.356,1,1,1.308,1.308,14.706,1,0,1.888,1.888,17.552,1,1,1.427,1.427,5.004,1,1,1.535,1.535,10.753,1,1,1.641,1.641,7.115,1,1,1.756,1.756,5.927,1,0,7.343,7.343,14.789,1,0,1.205,1.205,20.026,1,1,2.223,2.223,6.402,1,1,1.422,1.422,5.032,1,21,1,1,1,5,3,7,5,5,6,4,5,1,3,4,6,5,6,5,5,7,6,5,6,41,32,3,4,5,5,11,87.5,80,79.1666666666667,
3,1,1,2,2,6,2,70,1,3.485,3.485,6.676,1,1,1.847,1.847,7.169,1,1,0.593,0.593,6.802,1,1,0.866,0.866,4.675,1,1,1.387,1.387,5.825,1,1,0.591,0.591,5.413,1,0,0.73,12.717,20.012,3,1,1.808,1.808,14.588,1,1,0.748,0.748,8.788,1,1,0.941,0.941,9.604,1,0,0.71,0.71,15.654,1,0,0.829,0.829,20.008,1,0,2.399,12.08,20.007,2,1,2.021,2.021,9.408,1,0,1.633,1.633,20.023,1,1,0.777,10.831,13.562,2,0,0.802,0.802,20.222,1,1,0.877,0.877,6.175,1,1,1.579,1.579,12.329,1,0,1.669,1.669,17.98,1,29,0,1,1,5,2,7,2,5,6,2,6,1,2,2,2,6,6,6,6,3,6,6,6,52,45,4,4,4,4,11,70,85,85.4166666666667,
1,1,1,1,1,1,1,100,1,15.004,15.004,18.065,1,1,4.975,4.975,9.483,1,1,5.018,5.018,11.772,1,1,2.848,2.848,8.541,1,1,1.892,1.892,20.113,1,1,6.443,6.443,12.076,1,0,1.782,1.782,20.01,1,0,0,0,20.111,0,0,0,0,12.611,0,1,2.922,2.922,16.452,1,1,1.26,1.26,14.256,1,0,1.407,1.407,20.111,1,1,8.549,8.549,13.459,1,1,16.751,16.751,20.014,1,0,0,0,0.457,0,1,1.186,2.799,9.774,2,0,0,0,20.011,0,0,0,0,20.114,0,0,0,0,20.012,0,0,0,0,20.014,0,46,1,4,1,5,7,6,6,5,6,4,6,1,5,3,6,6,6,7,6,4,5,6,6,-49,0,2,1,2,2,16,87.5,85,87.5,
5,2,1,1,2,5,2,85,1,0.919,0.919,4.151,1,1,0.663,0.663,3.833,1,1,0.584,0.584,7.339,1,1,0.612,0.612,13.638,1,0,0.478,0.478,13.495,1,1,0.568,0.568,14.597,1,0,0.404,0.404,12.196,1,1,0.749,0.749,5.363,1,0,0.632,0.632,20.012,1,1,1.531,1.531,7.477,1,0,0.529,0.529,20.015,1,0,2.1,2.1,20.011,1,1,2.49,2.49,6.427,1,1,0.753,0.753,11.157,1,1,0.639,0.639,6.842,1,1,0.55,0.55,5.524,1,0,0.489,0.489,12.957,1,0,0.778,14.109,14.439,2,1,0.522,0.522,3.16,1,1,0.541,0.541,17.223,1,19,1,1,2,6,6,6,4,5,6,5,7,1,5,3,5,6,6,6,5,2,5,5,6,72,69,4,5,5,5,9,90,80,89.5833333333333,
1,1,2,3,2,1,1,95,0,1.242,19.929,20.121,2,1,3.131,3.131,7.78,1,1,1.571,1.571,7.382,1,1,1.174,1.174,4.267,1,1,1.605,1.605,15.405,1,1,1.828,1.828,6.351,1,0,1.678,1.678,20.01,1,1,6.948,6.948,14.973,1,1,1.127,1.127,20.011,1,0,0,0,0.234,0,0,3.693,3.693,20.01,1,0,1.474,1.474,20.115,1,0,2.882,2.882,20.008,1,0,3.604,3.604,20.113,1,1,2.434,2.434,18.105,1,1,1.233,1.233,9.259,1,0,1.284,1.284,20.015,1,0,2.137,2.137,20.107,1,1,1.697,1.697,5.631,1,1,1.013,1.013,5.961,1,20,1,1,2,5,6,6,5,5,6,3,7,1,3,3,5,6,7,5,5,3,6,6,6,99,99,2,2,2,1,,85,85,85.4166666666667,
4,1,1,1,2,3,1,55,0,0.962,0.962,20.108,1,0,2.205,2.205,17.179,1,0,1.614,1.614,13.764,1,0,1.147,1.147,20.106,1,0,0.547,18.42,18.802,2,0,1.259,1.259,16.386,1,0,1.613,1.613,20.015,1,0,12.92,12.92,16.424,1,0,0.84,0.84,20.006,1,0,0,0,1.221,0,0,3.06,3.06,6.509,1,0,0.605,1.084,9.532,2,0,1.191,1.191,6.19,1,0,2.238,2.238,3.012,1,0,0,0,3.457,0,0,0,0,5.831,0,0,1.145,1.145,4.168,1,0,1.198,1.198,4.958,1,0,1.462,1.462,10.005,1,0,1.336,1.336,4.735,1,22,0,1,2,5,6,6,3,5,6,5,7,1,3,5,7,6,7,5,6,2,5,5,6,73,71,6,4,4,4,10,85,87.5,85.4166666666667,
1,1,1,1,1,1,1,85,1,1.365,1.365,3.678,1,0,0.82,0.82,6.98,1,0,1.013,1.013,13.79,1,1,0.758,0.758,2.901,1,0,0.577,0.577,5.64,1,1,2.53,2.53,4.762,1,0,0,0,8.724,0,1,0,0,4.222,0,1,0,0,5.775,0,1,0,0,10.121,0,0,0,0,13.38,0,1,0,0,8.737,0,1,0,0,3.529,0,1,0,0,9.232,0,1,0,0,11.785,0,0,0,0,20.014,0,0,0,0,8.351,0,0,0,0,20.108,0,1,2.248,2.248,5.401,1,1,0,0,5.851,0,27,0,4,1,5,6,6,5,5,6,3,3,1,6,5,5,6,5,6,5,6,5,5,6,35,25,1,1,1,1,11,82.5,80,87.5,
2,1,1,1,2,2,1,90,0,4.118,4.118,14.888,1,0,1.744,1.744,8.382,1,1,1.825,1.825,8.141,1,0,2.093,2.093,20.01,1,0,17.771,17.771,20.007,1,0,2.889,2.889,16.299,1,1,1.344,1.344,15.736,1,0,9.732,9.732,20.006,1,1,2.478,2.478,9.801,1,1,2.267,2.267,13.398,1,0,7.476,7.476,20.008,1,0,2.89,2.89,20.008,1,1,1.103,1.103,9.801,1,1,0.392,0.392,20.008,1,1,1.714,1.714,13.462,1,0,0.535,0.535,20.009,1,0,0,0,0.137,0,0,1.142,1.142,20.011,1,0,2.239,2.239,20.006,1,0,2.5,2.5,20.008,1,38,0,1,1,5,6,6,4,5,6,3,6,1,2,3,6,5,5,5,6,4,6,5,6,59,53,3,2,2,1,16,90,90,83.3333333333333,
2,1,1,5,1,4,1,40,1,1.679,1.679,18.935,1,1,0.983,7.86,12.885,3,0,0.8,0.8,21.555,1,1,1.946,1.946,8.351,1,1,0.718,8.096,8.565,2,0,0.679,0.679,20.008,1,1,3.477,3.477,6.141,1,0,0.541,0.541,20.008,1,0,7.746,7.746,20.016,1,0,0,0,15.734,0,0,0,0,12.188,0,1,1.122,1.122,17.439,1,0,10.688,10.688,11.308,1,0,7.3,7.3,12.638,1,0,0.621,0.621,16.285,1,0,0,0,13.664,0,0,3.32,3.32,9.542,1,0,1.368,8.275,20.01,3,0,0,0,0.228,0,1,1.35,10.99,14.269,2,18,0,1,2,3,6,6,7,5,6,7,3,1,7,7,7,7,3,2,4,5,6,5,6,25,15,1,1,1,1,12,87.5,82.5,87.5,
3,1,1,1,1,2,1,30,1,1.369,1.369,4.006,1,1,1.617,1.617,6.698,1,0,2.464,2.464,20.013,1,0,5.422,14.155,20.009,2,1,2.214,2.214,5.932,1,1,2.463,2.463,7.751,1,1,2.186,2.186,7.567,1,1,2.002,2.002,5.044,1,1,3.051,3.051,7.456,1,1,1.69,1.69,5.991,1,1,1.668,1.668,7.036,1,0,1.241,1.241,20.007,1,1,3.213,3.213,5.609,1,0,2.736,2.736,14.232,1,1,2.431,2.431,6.099,1,1,1.514,1.514,17.773,1,0,1.64,1.64,20.009,1,1,1.704,1.704,6.317,1,1,1.134,1.134,4.498,1,1,1.577,1.577,13.433,1,29,0,4,1,3,6,6,7,5,6,5,6,1,6,5,6,6,6,5,6,3,5,4,6,68,65,3,5,4,3,16,82.5,82.5,87.5,
